,hgr_id,name,alt_name,partof_id,lng,lat,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,local_result,src,ru_prov,prov_modern_sp,prov_stem,ru_uezd,uezd_modern_sp,uezd_stem,page,lc_translit
105,30,Балаклеевъ,,69.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=14,"БАЛАКЛЕЕВЪ , мѣстечко Харьковскаго Намѣстничества въ Изюмовскомъ уѣздѣ. Въ ономъ бываетъ въ году пять ярмарокъ: первая въ недѣлю Ваій, вторая Іюля 12, третія Августа 1, четвертая Сентября 23, пятая Декабря б чиселъ, на которыя пріѣзжаютъ купцы изъ разныхъ городовъ съ шелковыми , бумажными, гарусными и прочими товарами.",Балаклеев,not_found,Балаклеев,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%91%D0%B0%D0%BB%D0%B0%D0%BA%D0%BB%D0%B5%D0%B5%D0%B2&username=jaguillette&featureClass=P,None,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Изюмовскомъ уѣздѣ,Изюмовском уезде,изюмовск,15,"Balakleev"""
119,37,Безгиновка,,8.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БЕЗГИНОВКА , мѣстечко въ Екатеринославскомъ Намѣстничествѣ. Въ ономъ бываетъ въ году шесть ярмарокъ.",Безгиновка,not_found,Безгиновка,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=46.07&west=29.6&east=39.14&north=49.99&name=%D0%91%D0%B5%D0%B7%D0%B3%D0%B8%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P,None,geonames,Екатеринославскомъ Намѣстничества,Екатеринославском Наместничества,екатеринославск,not_in_text,not_иn_text,нот_ин_теxт,16,Bezginovka
120,38,Березинъ,Березна,38.0,not_found,not_found,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БЕРЕЗИНЪ, или БЕРЕЗНА, городъ Черниговскаго Намѣстничества. Въ ономъ бываютъ въ году двѣ ярмарки: первая въ день Вознесенія Господня, вторая Августа 15, въ день Успенія Богородицы, на коихъ ярмаркахъ и еженедѣльныхъ торгахъ въ продажѣ бываютъ изъ окольныхъ мѣстъ привозимые разные съѣстные и питейные припасы, также скотъ и деревянная посуда.",Березин,not_found,Березин,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=47.5&west=27.3&east=35.3&north=55.5&name=%D0%91%D0%B5%D1%80%D0%B5%D0%B7%D0%B8%D0%BD&username=jaguillette&featureClass=P,None,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,not_in_text,not_иn_text,нот_ин_теxт,16,"Berezin"""
122,40,Березовъ,,34.0,not_found,not_found,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БЕРЕЗОВЪ, городъ Тобольскаго Намѣстничества. Сюда пріѣзжаютъ Тобольскіе купцы каждую весну водою, и торгу-ють съ тутошними Россійскими жителями , а особливо съ Остяками и Вогуличами; осеньюжь въ Тобольскъ назадъ возвращаются.",Березов,not_found,Березов,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=54.195278&west=64.258056&east=72.258056&north=62.195278&name=%D0%91%D0%B5%D1%80%D0%B5%D0%B7%D0%BE%D0%B2&username=jaguillette&featureClass=P,None,geonames,Тобольскаго Намѣстничества,Тобольского Наместничества,тобольск,not_in_text,not_иn_text,нот_ин_теxт,16,"Berezov"""
123,41,Березовца,,132.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=16,"БЕРЕЗОВЦА, село Костромскаго Намѣстничества въ Чухломскомъ уѣздѣ. Въ немъ бываетъ ярмарка въ день Воздвиженія честнаго креста Господня ; пріѣзжаютъ на оную изъ окрестныхъ городовъ купцы съ малымъ числомъ лавочныхъ товаровъ.",Березовца,not_found,Березовца,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=53.766667&west=36.933333&east=44.933333&north=61.766667&name=%D0%91%D0%B5%D1%80%D0%B5%D0%B7%D0%BE%D0%B2%D1%86%D0%B0&username=jaguillette&featureClass=P,None,geonames,Костромскаго Намѣстничества,Костромского Наместничества,кострома,Чухломскомъ уѣздѣ,Чухломском уезде,чухломск,17,Berezovtsa
124,42,Беркунова,,56.0,not_found,not_found,деревня,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=16,"БЕРКУНОВА , деревня Московской Губерніи въ Волоколамскомъ уѣздѣ. Въ сей деревнѣ бываетъ годовая ярмарка въ девятую пятницу; торгуютъ одинъ день разными крестьянскими товарами.",Беркунова,not_found,Беркунова,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=54.2132&west=34.3446&east=40.3419&north=56.981&name=%D0%91%D0%B5%D1%80%D0%BA%D1%83%D0%BD%D0%BE%D0%B2%D0%B0&username=jaguillette&featureClass=P,None,geonames,Московской Губерніи,Московской Губернии,московск,Волоколамскомъ уѣздѣ,Волоколамском уезде,волоколамск,17,Berkunova
129,46,Благовѣщенской Приходъ,,2.0,not_found,not_found,деревня,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=16,"БЛАГОВѢЩЕНСКОЙ ПРИХОДЪ , деревня въ Архангельскомъ Намѣстничествѣ около Вижева. Здѣсь бываетъ ярмарка въ первыхъ числахъ Марта , по чему называется и Евдокейскою,а слыветъ Вижевская Благовѣщенская ; купцы пріѣзжаютъ на оную изъ всѣхъ торговыхъ городовъ Архангельскаго Намѣстничества и изъ сосѣднихъ Провинцій. Здѣсь построенъ деревянной гостиной дворъ со многими лавками и постоялыми избами для пріѣзжающихъ на сію ярмарку купцовъ.",Благовещенской Приход,not_found,Благовещенской Приход,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=60.3600075373&west=27.4506621361&east=58.6121673584&north=70.1894276115&name=%D0%91%D0%BB%D0%B0%D0%B3%D0%BE%D0%B2%D0%B5%D1%89%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B9+%D0%9F%D1%80%D0%B8%D1%85%D0%BE%D0%B4&username=jaguillette&featureClass=P,None,geonames,Архангельскомъ Намѣстничества,Архангельском Наместничества,архангельск,not_in_text,not_иn_text,нот_ин_теxт,17,"Blagoveshchenskoi Prikhod"""
132,49,Бобылевское,,129.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=17,"БОБЫЛЕВСКОЕ, село Уфимскаго Намѣстничества въ Челябинскомъ уѣздѣ. Здѣсь бываетъ въ году ярмарка Генваря 30 и Октября 1. Торгуютъ разными мѣлочныии товарами.",Бобылевское,not_found,Бобылевское,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=50.733333&west=51.966667&east=59.966667&north=58.733333&name=%D0%91%D0%BE%D0%B1%D1%8B%D0%BB%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P,None,geonames,Уфимскаго Намѣстничества,Уфимского Наместничества,уфимск,Челябинскомъ уѣздѣ,Челябинском уезде,челябинск,18,Bobylevskoe
133,50,Богатищебо,,73.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=17,"БОГАТИЩЕБО, село Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Здѣсь бываетъ ярмарка Іюля 8 дня, на которую товары въ продажу привозятся изъ Каширы , а по близости изъ Тулы, Серпухова, Венева и Зарайска, по малому числу москотильной , мѣлочной и прочіе съѣстные припасы , а паче отъ обывателей уѣздныхъ въ продажѣ бываетъ пенька, медъ, воскъ и прочее деревенское издѣлье.",Богатищебо,not_found,Богатищебо,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=52.8329&west=35.5421&east=39.6827&north=55.0867&name=%D0%91%D0%BE%D0%B3%D0%B0%D1%82%D0%B8%D1%89%D0%B5%D0%B1%D0%BE&username=jaguillette&featureClass=P,None,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,Каширскомъ уѣздѣ,Каширском уезде,каширск,18,Bogatishchebo
142,56,Богородицкой Казанской,,96.0,not_found,not_found,монастырь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОГОРОДИЦКОЙ КАЗАНСКОЙ , монастырь Пензенскаго Намѣстничества въ Нижеломовскомъ уѣздѣ. Бываетъ здѣсь годовая ярмаркаа съ 1 Іюля по 9 число.",Богородицкой Казанской,not_found,Богородицкой Казанской,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=52.3247&west=41.8373&east=46.7277&north=54.837&name=%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D0%BA%D0%BE%D0%B9+%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%81%D0%BA%D0%BE%D0%B9&username=jaguillette&featureClass=P,None,geonames,Пензенскаго Намѣстничества,Пензенского Наместничества,пензенск,Нижеломовскомъ уѣздѣ,Нижеломовском уезде,нижеломовск,19,Bogoroditskoi Kazanskoi
144,58,Богоявленская,,124.0,not_found,not_found,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОГОЯВЛЕНСКАЯ, слобода Владимерскаго Намѣстничества въ Суздальскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка; на оную съѣзжаются изъ разныхъ городовъ купцы съ товарами.",Богоявленская,not_found,Богоявленская,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=52.133333&west=36.416667&east=44.416667&north=60.133333&name=%D0%91%D0%BE%D0%B3%D0%BE%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F&username=jaguillette&featureClass=P,None,geonames,Владимерскаго Намѣстничества,Владимерского Наместничества,владимерск,Суздальскомъ уѣздѣ,Суздальском уезде,суздальск,19,Bogoiavlenskaia
145,59,Богоявленская,,8.0,not_found,not_found,крѣпость,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОГОЯВЛЕНСКАЯ , крѣпость Екатеринославскаго Намѣстничества. Въ оной бываетъ въ году три ярмарки.",Богоявленская,not_found,Богоявленская,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=46.07&west=29.6&east=39.14&north=49.99&name=%D0%91%D0%BE%D0%B3%D0%BE%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F&username=jaguillette&featureClass=P,None,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,not_in_text,not_иn_text,нот_ин_теxт,19,Bogoiavlenskaia
146,60,Бойня,,68.0,not_found,not_found,рѣка,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОЙНЯ, рѣка Тверскаго Намѣстничества. На устьѣ оной въ уѣздѣ города Зубцова быва-ютъ въ году двѣ ярмарки: первая 20 Іюля , въ день Пророка Иліи, вторая Августа 6, въ день Преображенія. Купцы пріѣзжаютъ изъ окрестныхъ ближнихъ городовъ съ мѣлочными лавочными шелковыми , бумажными и прочими товарами.",Бойня,not_found,Бойня,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=52.857828&west=31.921928&east=39.921928&north=60.857828&name=%D0%91%D0%BE%D0%B9%D0%BD%D1%8F&username=jaguillette&featureClass=P,None,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Зубцова,Зубцова,зубцов,19,Boinia
147,61,Бора,,30.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=19,"БОРА, село въ Синбирскомъ Намѣстничествѣ, отъ Синбирска въ 60 верстахъ. Въ немъ бываютъ всякую недѣлю знатные торги.",Бора,not_found,Бора,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=50.316667&west=44.366667&east=52.366667&north=58.316667&name=%D0%91%D0%BE%D1%80%D0%B0&username=jaguillette&featureClass=P,None,geonames,Синбирскомъ Намѣстничества,Синбирском Наместничества,синбирск,not_in_text,not_иn_text,нот_ин_теxт,20,Bora
153,66,Борисоглѣбской,,106.0,not_found,not_found,монастырь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=19,"БОРИСОГЛѢБСКОЙ, монастырь Ярославскаго Намѣстничества въ Петровскомъ уѣздѣ. При немъ Маія 2 числа бываетъ годовая ярмарка , на которой пріѣзжіе изъ разныхъ окольныхъ городовъ купцы торгуютъ суровскими товарами.",Борисоглебской,not_found,Борисоглебской,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=53.616667&west=35.85&east=43.85&north=61.616667&name=%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B3%D0%BB%D0%B5%D0%B1%D1%81%D0%BA%D0%BE%D0%B9&username=jaguillette&featureClass=P,None,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Петровскомъ уѣздѣ,Петровском уезде,петровск,20,Borisoglebskoi
162,71,Боромдя,,43.0,not_found,not_found,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=20,"БОРОМДЯ , слобода Харьковскаго Намѣстничества въ Ахтырскомъ уѣздѣ. Въ оной бываютъ четыре ярмарки : первая о Ѳоминой недѣлѣ, вторая Іюня 29, третія Сентября 1, четвертая Декабря 6; на оныя пріѣзжаютъ купцы изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными и другими товарами , парчами, позументами , серебреною посудою и прочимъ; торгуютъ также скотомъ и лошадьми.",Боромдя,not_found,Боромдя,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=48.4869&west=33.5563&east=38.2875&north=51.5689&name=%D0%91%D0%BE%D1%80%D0%BE%D0%BC%D0%B4%D1%8F&username=jaguillette&featureClass=P,None,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Ахтырскомъ уѣздѣ,Ахтырском уезде,ахтырск,21,Boromdia
165,74,Бронницы,,98.0,not_found,not_found,ямъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=21,"БРОННИЦЫ , ямъ Новогородскаго Намѣстничества и уѣзду. Здѣсь бываетъ въ году съѣздъ для торговли Іюня 24 дня.",Бронницы,not_found,Бронницы,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=57.1&west=28.65&east=39.89&north=61.31&name=%D0%91%D1%80%D0%BE%D0%BD%D0%BD%D0%B8%D1%86%D1%8B&username=jaguillette&featureClass=P,None,geonames,Новогородскаго Намѣстничества,Новогородского Наместничества,новогородск,Новогородскаго уѣздѣ,Новогородского уезде,новогородск,22,Bronnitsy
167,76,Будичь,,108.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=21,"БУДИЧЬ, мѣстечко Екатеринославскаго Намѣстничества въ Полотавскомъ уѣздѣ. Въ ономъ бываетъ въ году, сверхъ еженедѣльныхъ торжковъ, двѣ ярмарки: одна Іюля 8, а другая Сентября 26 дня.",Будичь,not_found,Будичь,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=46.07&west=29.6&east=39.14&north=49.99&name=%D0%91%D1%83%D0%B4%D0%B8%D1%87%D1%8C&username=jaguillette&featureClass=P,None,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,Полотавскомъ уѣздѣ,Полотавском уезде,полотавск,22,Budich'
168,77,Бурецкой,,97.0,not_found,not_found,погостъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=21,"БУРЕЦКОЙ, погостъ въ Новгородскомъ уѣздѣ. Здѣсь бываетъ годовой съѣздъ для торгу въ девятую пятницу по Пасхѣ.",Бурецкой,not_found,Бурецкой,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=38.6&west=24.8&east=180&north=78.0&name=%D0%91%D1%83%D1%80%D0%B5%D1%86%D0%BA%D0%BE%D0%B9&username=jaguillette&featureClass=P,None,geonames,not_in_text,not_иn_text,нот_ин_теxт,Новгородскомъ уѣздѣ,Новгородском уезде,новгородск,22,Buretskoi
174,80,Бушнрво,,14.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=21,"БУШНРВО , село Костромскаго Намѣстничества около Парфентьевой слободы. Въ семъ селѣ бываетъ въ году двѣ ярмарки : первая по Пасхѣ на десятой недѣлѣ, вторая Іюля 8 числа; на оныя пріѣзжаютъ купцы изъ близъ лежащихъ городовъ съ разными мѣлочными товарами.",Бушнрво,not_found,Бушнрво,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=53.766667&west=36.933333&east=44.933333&north=61.766667&name=%D0%91%D1%83%D1%88%D0%BD%D1%80%D0%B2%D0%BE&username=jaguillette&featureClass=P,None,geonames,Костромскаго Намѣстничества,Костромского Наместничества,кострома,not_in_text,not_иn_text,нот_ин_теxт,22,Bushnrvo
196,88,Бѣлозерской Кириловъ,,49.0,not_found,not_found,монастырь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЗЕРСКОЙ КИРИЛОВЪ монастырь, того же Намѣстничества въ Бѣлозерскомъ уѣздѣ. При ономъ бываютъ три годовыя ярмарки: первая Іюня 9, называемая Кириловская, вторая Августа 15, успенская, третія Ноября 21, Веденская; сюда пріѣзжаютъ изъ разныхъ Россійскихъ городовъ купцы съ разными товарами.",Белозерской Кирилов,not_found,Белозерской Кирилов,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=57.1&west=28.65&east=39.89&north=61.31&name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B7%D0%B5%D1%80%D1%81%D0%BA%D0%BE%D0%B9+%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BE%D0%B2&username=jaguillette&featureClass=P,None,geonames,Новогородскаго Намѣстничества,Новогородского Наместничества,новогородск,Бѣлозерскомъ уѣздѣ,Белозерском уезде,белозерск,24,"Belozerskoi Kirilov"""
198,90,Бѣлокурина,,50.0,not_found,not_found,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОКУРИНА, слобода Воронежскаго Намѣстничества въ уѣздѣ города Валуекъ. Въ оной бываетъ въ году двѣ ярмарки.",Белокурина,not_found,Белокурина,not_found,not_found,not_found,not_found,http://api.geonames.org/search?type=json&south=48.1597&west=37.234&east=43.0242&north=52.7866&name=%D0%91%D0%B5%D0%BB%D0%BE%D0%BA%D1%83%D1%80%D0%B8%D0%BD%D0%B0&username=jaguillette&featureClass=P,None,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,Валуекъ,Валуек,валуек,24,Belokurina
