,SOURCE,admin1_new_orth,admin1_old_orth,admin1_partofID,admin1_std_name,admin1_stem,admin2_new_orth,admin2_old_orth,admin2_partofID,admin2_stem,admin_hierarchy,all_goods_count,alt_name_new_orth,alt_name_old_orth,desc_machine_translated,description_new_orth,description_old_orth,fairs,featuretype_old_orth,ge_бумажный_товар,ge_внутренний_товар,ge_галантерейный_товар,ge_гарусный_товар,ge_деревенский_товар,ge_деревянный_товар,ge_домовый_товар,ge_железный_товар,ge_заморский_товар,ge_крамными_товар,ge_красный_товар,ge_крестьянский_товар,ge_купецкий_товар,ge_лавочный_товар,ge_медный_товар,ge_мелкий_товар,ge_мелочный_товар,ge_мелочь,ge_меховой_товар,ge_москательный_товар,ge_мясо,ge_набойчатый_товар,ge_надлежащий_товар,ge_небогатый_товар,ge_недорогой_товар,ge_нужный_товар,ge_оловянный_товар,ge_особливый_товар,ge_питейный_припасы,ge_привозный_товар,ge_приуготовлять,ge_произрастание,ge_пушной_товар,ge_рукоделие,ge_рукодельный_товар,ge_серебреный_товар,ge_суровский_товар,ge_съестной_припасы,ge_харчевой_припасы,ge_шелковый_товар,ge_шерстяной_товар,ge_щепетильный_товар,general_goods_count,geo_coded,geo_country_code,geo_geonameId,geo_pres_country,geo_pres_loc,geo_x_coord,geo_y_coord,html_text,name_new_orth,name_new_orth_lc,name_old_orth,name_old_orth_lc,page,partof_id,sp_Крымскую_соль,sp_бечева,sp_брусья,sp_веревка,sp_вино,sp_воск,sp_выбойка,sp_гвоздь,sp_говядина,sp_горшок,sp_гумми,sp_дуга,sp_железо,sp_замок,sp_китайка,sp_кожа,sp_колеса,sp_конь,sp_коса,sp_котел,sp_ладан,sp_лес,sp_лошадь,sp_лыко,sp_масло,sp_мед,sp_нитка,sp_обод,sp_овца,sp_овчина,sp_парча,sp_пиво,sp_платок,sp_позумент,sp_покроми,sp_полотно,sp_рогожа,sp_роза,sp_ром,sp_сало,sp_сани,sp_сапог,sp_сахар,sp_сено,sp_сковорода,sp_скот,sp_скотский_кожа,sp_сосуд,sp_сукно,sp_табак,sp_хлеб,sp_холст,sp_хомут,sp_чулок,sp_шелк,specific_goods_count,txt_id
121,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=28,,,24.0,Полотское Наместничество,not_in_text,Полотска,Полотска,65.0,полотск,not_in_text|полотск,,,,"Volintsev place in the county town Polotska. Here is the year two fairs: the first on July 24, the second in October 1. The merchants of these should come to the neighbors' cities with different petty goods.","ВОЛЫНЦЫ, местечко в уезде города Полотска. Здесь бывает в году две ярмарки : первая Июля 24, вторая Октября 1. Купцы приезжают на оные из соседственных городов с разными мелочными товарами.","ВОЛЫНЦЫ, мѣстечко въ уѣздѣ города Полотска. Здѣсь бываетъ въ году двѣ ярмарки : первая Іюля 24, вторая Октября 1. Купцы пріѣзжаютъ на оныя изъ сосѣдственныхъ городовъ съ разными мѣлочными товарами.",2.0,мѣстечко,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,automated,BY,http://geonames.org/620010,Belarus,"Volyntsy, Vitebsk, Belarus",28.1864,55.709,"ВОЛЫНЦЫ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> въ уѣздѣ города Полотска. Здѣсь бываетъ въ году двѣ ярмарки : первая Іюля 24, вторая Октября 1. Купцы пріѣзжаютъ на оныя изъ сосѣдственныхъ городовъ съ разными мѣлочными товарами.</span>",Волынцы,Volyntsy,Волынцы,Volyntsy,29,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121
122,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=28,Харьковского Наместничества,Харьковскаго Намѣстничества,37.0,Харьковское Наместничество,харьковск,Белогородском уезде,Бѣлогородскомъ уѣздѣ,89.0,белогородск,харьковск|белогородск,6.0,,,"freestyle, suburb of Kharkov governorship in the Belgorod district. In thereof are annual fairs: the first on February 2, the day of the Presentation of the Lord, and the second on May 9, the day of Nicholas the Wonderworker, the third in the tenth Friday, August 15 the fourth day, the day of the Assumption. These should come to the merchants from. near lying cities; trade cloth, silk, paper and naboychatymi goods, linen, iron, dishes and stuff.","ВОЛЬНАЯ, слобода Харьковского Наместничества в Белогородском уезде. В оной бывают годовые ярмарки : первая Февраля 2, в день Сретения Господня, вторая Мая 9, в день Чудотворца Николая , третия в десятую пятницу , четвертая Августа 15 дня, в день Успения. Приезжают на оные купцы из . близ лежащих городов; торгуют сукнами, шелковыми, бумажными и набойчатыми товарами , полотном , железом, посудою и проч.","ВОЛЬНАЯ, слобода Харьковскаго Намѣстничества въ Бѣлогородскомъ уѣздѣ. Въ оной бываютъ годовыя ярмарки : первая Февраля 2, въ день Срѣтенія Господня, вторая Маія 9, въ день Чудотворца Николая , третія въ десятую пятницу , четвертая Августа 15 дня, въ день Успенія. Пріѣзжаютъ на оныя купцы изъ . близъ лежащихъ городовъ; торгуютъ сукнами, шелковыми, бумажными и набойчатыми товарами , полотномъ , желѣзомъ, посудою и проч.",5.0,слобода,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,"ВОЛЬНАЯ, </span><span class=""font0"" style=""font-style:italic;"">слобода</span><span class=""font0""> Харьковскаго Намѣстничества въ Бѣлогородскомъ уѣздѣ. Въ оной бываютъ годовыя ярмарки : первая Февраля 2, въ день Срѣтенія Господня, вторая Маія 9, въ день Чудотворца Николая , третія въ десятую пятницу , четвертая Августа 15 дня, въ день Успенія. Пріѣзжаютъ на оныя купцы изъ . близъ лежащихъ городовъ; торгуютъ сукнами, шелковыми, бумажными и набойчатыми товарами , полотномъ , желѣзомъ, посудою и проч.</span>",Вольная,Vol'naia,Вольная,Vol'naia,29,89.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,3.0,122
123,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,Воронеж Наместничества,Воронежъ Намѣстничества,5.0,Воронежское Наместничество,воронежск,,,,not_in_text,воронежск|not_in_text,,,,"VORONEZh, the main town of this name governorship. In it, apart from the weekly on Mondays and Fridays Sereda trading, there are two fairs a year: the first in the city on Friday the tenth and final settlement with Chizhovka 29 day of August.","ВОРОНЕЖ, главный город Наместничества сего имени. В нем, кроме еженедельных по понедельникам , середам и пятницам торгов , бывают в году две ярмарки: первая в городе о десятой пятнице , а последняя при слободе Чижовке в 29 день Августа.","ВОРОНЕЖЪ, главный городъ Намѣстничества сего имени. Въ немъ, кромѣ еженедѣльныхъ по понедѣльникамъ , середамъ и пятницамъ торговъ , бываютъ въ году двѣ ярмарки: первая въ городѣ о десятой пятницѣ , а послѣдняя при слободѣ Чижовкѣ въ 29 день Августа.",2.0,главный городъ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_recorded,RU,http://www.geonames.org/472045,Russia,"Voronezh, Voronezh Oblast",39.210556,51.671667,"ВОРОНЕЖЪ, </span><span class=""font0"" style=""font-style:italic;"">главный городъ</span><span class=""font0""> Намѣстничества сего имени. Въ немъ, кромѣ еженедѣльныхъ по понедѣльникамъ , середамъ и пятницамъ торговъ , бываютъ въ году двѣ ярмарки: первая въ городѣ о десятой пятницѣ , а послѣдняя при слободѣ </span><span class=""font0"" style=""font-style:italic;"">Чижовкѣ</span><span class=""font0""> въ 29 день Августа.</span>",Воронеж,Voronezh,Воронежъ,"Voronezh""",30,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123
124,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,Черниговского Наместничества,Черниговскаго Намѣстничества,38.0,Черниговское Наместничество,черниговск,Нежинском уезде,Нѣжинскомъ уѣздѣ,132.0,нежинск,черниговск|нежинск,,,,"VORONEZh, town Chernigov governorship in Nezhin district. There is a three-year fair.","ВОРОНЕЖ, местечко Черниговского Наместничества в Нежинском уезде. Здесь бывает в году три ярмарки.","ВОРОНЕЖЪ, мѣстечко Черниговскаго Намѣстничества въ Нѣжинскомъ уѣздѣ. Здѣсь бываетъ въ году три ярмарки.",,мѣстечко,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_recorded,UA,http://www.geonames.org/689025,Ukraine,"Voronizh, Sums'ka oblast",33.45944,51.77572,"ВОРОНЕЖЪ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Черниговскаго Намѣстничества въ Нѣжинскомъ уѣздѣ. Здѣсь бываетъ въ году три ярмарки.</span>",Воронеж,Voronezh,Воронежъ,"Voronezh""",30,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124
125,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,Киевского Наместничества,Кіевскаго Намѣстничества,13.0,Киевское Наместничество,киевск,Переяславском уезде,Переяславскомъ уѣздѣ,135.0,переяславск,киевск|переяславск,5.0,,,"funnel place in Kiev Viceroyalty Pereiaslavl County. There is a fair one year on the day of Nativity of the Virgin; traded on the add of devious places townsfolk bread, victuals, hot wine, wooden utensils, and other petty.","ВОРОНКОВ, местечко Киевского Наместничества в Переяславском уезде. Здесь бывает в год одна ярмарка в день Рождества Богородицы; торгуют на оных из окольных мест обыватели хлебом, съестными припасами, горячим вином, деревянною посудою и прочими мелочными.","ВОРОНКОВЪ, мѣстечко Кіевскаго Намѣстничества въ Переяславскомъ уѣздѣ. Здѣсь бываетъ въ годъ одна ярмарка въ день Рождества Богородицы; торгуютъ на оныхъ изъ окольныхъ мѣстъ обыватели хлѣбомъ, съѣстными припасами, горячимъ виномъ, деревянною посудою и прочими мѣлочными.",1.0,мѣстечко,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,not_recorded,UA,http://www.geonames.org/689017,Ukraine,"Voron'kiv, Kyivs'ka oblast",30.89967,50.22235,"ВОРОНКОВЪ, </span><span class=""font0"" style=""font-style:italic;"">мѣстечко</span><span class=""font0""> Кіевскаго Намѣстничества въ Переяславскомъ уѣздѣ. Здѣсь бываетъ въ годъ одна ярмарка въ день Рождества Богородицы; торгуютъ на оныхъ изъ окольныхъ мѣстъ обыватели хлѣбомъ, съѣстными припасами, горячимъ виномъ, деревянною посудою и прочими мѣлочными.</span>",Воронков,Voronkov,Воронковъ,"Voronkov""",30,135.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,125
126,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,Тамбовском Наместничества,Тамбовскомъ Намѣстничества,32.0,Тамбовское Наместничество,тамбовск,,,,not_in_text,тамбовск|not_in_text,,,,"Vorontsovka, the village of Count Vorontsov in Tambov governorship about the settlement of Good, Here is a weekly Congress for trade; merchants come here, but only bring petty goods.","ВОРОНЦОВКА , село Графа Воронцова в Тамбовском Наместничестве около слободы Доброй, Здесь бывает еженедельный съезд для торговли; приезжают сюда купцы, но только привозят мелочные товары.","ВОРОНЦОВКА , село Графа Воронцова въ Тамбовскомъ Намѣстничествѣ около слободы Доброй, Здѣсь бываетъ еженедѣльный съѣздъ для торговли; пріѣзжаютъ сюда купцы, но только привозятъ мѣлочные товары.",,село,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,not_recorded,RU,http://geonames.org/471906,Russia,"Vorontsovka, Tambovskaya oblast'",41.41571,52.45956,"ВОРОНЦОВКА , </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Графа Воронцова въ Тамбовскомъ Намѣстничествѣ около слободы Доброй, Здѣсь бываетъ еженедѣльный съѣздъ для торговли; пріѣзжаютъ сюда купцы, но только привозятъ мѣлочные товары.</span>",Воронцовка,Vorontsovka,Воронцовка,Vorontsovka,30,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126
127,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,Московской Губернии,Московской Губерніи,1.0,Московская Губерния,московск,,,208.0,воскресенск,московск|воскресенск,,,,"Voskresensk, the city of Moscow Province. In it, except for the weekly Sereda and Saturdays trading days, is at ascended s day annual fair.","ВОСКРЕСЕНСК, город Московской Губернии. В нем, кроме еженедельных по середам и субботам торговых дней, бывает в Вознесены ев день годовая ярмарка.","ВОСКРЕСЕНСКЪ, городъ Московской Губерніи. Въ немъ, кромѣ еженедѣльныхъ по середамъ и субботамъ торговыхъ дней, бываетъ въ Вознесены евъ день годовая ярмарка.",,городъ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_recorded,RU,http://www.geonames.org/555746,Russia,"Istra, Moscow Oblast",36.86867,55.91997,"ВОСКРЕСЕНСКЪ, </span><span class=""font0"" style=""font-style:italic;"">городъ </span><span class=""font0"">Московской Губерніи. Въ немъ, кромѣ еженедѣльныхъ по середамъ и субботамъ торговыхъ дней, бываетъ въ Вознесены евъ день годовая ярмарка.</span>",Воскресенск,Voskresensk,Воскресенскъ,"Voskresensk""",30,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127
128,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,Псковского Наместничества,Псковскаго Намѣстничества,25.0,Псковское Наместничество,псковск,,,,not_in_text,псковск|not_in_text,,,,"Vrevo, a suburb of Pskov governorship. There is fair on the day of St. Nicholas, which come from different places with petty commodity.","ВРЕВ, пригород Псковского Наместничества. Здесь бывает ярмарка в день Николая Чудотворца , на которую приезжают из разных мест с мелочным товаром.","ВРЕВЪ, пригородъ Псковскаго Намѣстничества. Здѣсь бываетъ ярмарка въ день Николая Чудотворца , на которую пріѣзжаютъ изъ разныхъ мѣстъ съ мѣлочнымъ товаромъ.",1.0,пригородъ,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,not_recorded,RU,http://www.geonames.org/471122,Russia,"Pushkinogorsky District, Pskov Oblast",28.84938,57.20557,"ВРЕВЪ, </span><span class=""font0"" style=""font-style:italic;"">пригородъ</span><span class=""font0""> Псковскаго Намѣстничества. Здѣсь бываетъ ярмарка въ день Николая Чудотворца , на которую пріѣзжаютъ изъ разныхъ мѣстъ съ мѣлочнымъ товаромъ.</span>",Врев,Vrev,Вревъ,"Vrev""",30,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128
129,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,Псковского Наместничества,Псковскаго Намѣстничества,25.0,Псковское Наместничество,псковск,,,,not_in_text,псковск|not_in_text,,,,"CHOICE, a suburb of the same governorship. There are annual fairs: the first day of Pentecost, the second day of the Assumption of the Virgin, the third day of the Exaltation. On these should come Toropetskiy merchants with petty commodity.","ВЫБОР, пригород того же Наместничества. Здесь бывают годовые ярмарки: первая в день Сошествия Святого Духа , вторая в день Успения Богородицы, третия в день Воздвижения. На оные приезжают Торопецкие купцы с мелочным товаром.","ВЫБОРЪ, пригородъ того же Намѣстничества. Здѣсь бываютъ годовыя ярмарки: первая въ день Сошествія Святаго Духа , вторая въ день Успенія Богородицы, третія въ день Воздвиженія. На оныя пріѣзжаютъ Торопецкіе купцы съ мѣлочнымъ товаромъ.",3.0,пригородъ,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,not_recorded,RU,http://geonames.org/470549,Russia,"Novorzhevskiy rayon, Pskovskaya oblast'",29.1663,57.22716,"ВЫБОРЪ, </span><span class=""font0"" style=""font-style:italic;"">пригородъ</span><span class=""font0""> того же Намѣстничества. Здѣсь бываютъ годовыя ярмарки: первая въ день Сошествія Святаго Духа , вторая въ день Успенія Богородицы, третія въ день Воздвиженія. На оныя пріѣзжаютъ Торопецкіе купцы съ мѣлочнымъ товаромъ.</span>",Выбор,Vybor,Выборъ,"Vybor""",30,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129
13,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,Екатеринославского Наместничества,Екатеринославскаго Намѣстничества,8.0,Екатеринославское Наместничество,екатеринославск,,,,not_in_text,екатеринославск|not_in_text,,,,"Alekseevskaya fortress Yekaterinoslav region on the Dnieper line; thereof, are in a year three fairs.","АЛЕКСЕЕВСКАЯ, крепость Екатеринославского Наместничества по Днепровской линии ; в оной бывают в году три ярмарки.","АЛЕКСѢЕВСКАЯ, крѣпость Екатеринославскаго Намѣстничества по Днѣпровской линіи ; въ оной бываютъ въ году три ярмарки.",,крѣпость,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,automated,UA,http://geonames.org/713556,Ukraine,"Alekseyevka, Dnipropetrovsk, Ukraine",35.92866,48.90081,"АЛЕКСѢЕВСКАЯ, </span><span class=""font0"" style=""font-style:italic;"">крѣпость </span><span class=""font0"">Екатеринославскаго Намѣстничества по Днѣпровской линіи ; въ оной бываютъ въ году три ярмарки.</span>",Алексеевская,Alekseevskaia,Алексѣевская,Alekseevskaia,11,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
130,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=29,Выборг Наместничества,Выборгъ Намѣстничества,6.0,Выборгское Наместничество,выборг,,,,not_in_text,выборг|not_in_text,5.0,,,"Vyborg, the main town of this name governorship. In the hold there in every summer fair, as in the seaside; From here, let the sea board, resin, iron, and get salt, tobacco, wine and more. Over this is the year two fairs: the first August 24, the second on September 21, at kotoryyakrestyane bring mostly cattle, horses and food.","ВЫБОРГ, главный город Наместничества сего имени. В оном бывает в каждое лето ярмарка, как в городе приморском; отсюда за море отпускают доски, смолу , железо , а получают соль, табак , вина и прочее. Сверх сего бывает в году еще две ярмарки: первая Августа 24, вторая Сентября 21, на которыякрестьяне привозят по большей части рогатой скот, лошадей и съестные припасы.","ВЫБОРГЪ, главный городъ Намѣстничества сего имени. Въ ономъ бываетъ въ каждое лѣто ярмарка, какъ въ городѣ приморскомъ; отсюда за море отпускаютъ доски, смолу , желѣзо , а получаютъ соль, табакъ , вина и прочее. Сверхъ сего бываетъ въ году еще двѣ ярмарки: первая Августа 24, вторая Сентября 21, на которыякрестьяне привозятъ по большей части рогатой скотъ, лошадей и съѣстные припасы.",2.0,главный городъ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,not_recorded,RU,http://www.geonames.org/470546,Russia,"Vyborg, Leningrad Oblast",28.744167,60.709167,"ВЫБОРГЪ, </span><span class=""font0"" style=""font-style:italic;"">главный городъ </span><span class=""font0"">Намѣстничества сего имени. Въ ономъ бываетъ въ каждое лѣто ярмарка, какъ въ городѣ приморскомъ; отсюда за море отпускаютъ доски, смолу , желѣзо , а получаютъ соль, табакъ , вина и прочее. Сверхъ сего бываетъ въ году еще двѣ ярмарки: первая Августа 24, вторая Сентября 21, на которыя</span><p><span class=""font0"">крестьяне привозятъ по большей части рогатой скотъ, лошадей и съѣстные припасы.</span></p>",Выборг,Vyborg,Выборгъ,"Vyborg""",30,6.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,4.0,130
131,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,Московской Губернии,Московской Губерніи,1.0,Московская Губерния,московск,Волоколамском уезде,Волоколамскомъ уѣздѣ,96.0,волоколамск,московск|волоколамск,3.0,,,"HIGH, the village of Moscow Province in Volokolamsk district in which there is a small number, and the hold of every sale made scrupulous product, wooden utensils, bread and drunk,","ВЫСОКОЕ, село Московской Губернии в Волоколамском уезде , в котором есть небольшой ряд , и в оном производится продажа всякого щепетильного товару, деревянной посуды , хлеба и хмелю,","ВЫСОКОЕ, село Московской Губерніи въ Волоколамскомъ уѣздѣ , въ которомъ есть небольшой рядъ , и въ ономъ производится продажа всякаго щепетильнаго товару, деревянной посуды , хлѣба и хмѣлю,",,село,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,"ВЫСОКОЕ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Московской Губерніи въ Волоколамскомъ уѣздѣ , въ которомъ есть небольшой рядъ , и въ ономъ производится продажа всякаго щепетильнаго товару, деревянной посуды , хлѣба и хмѣлю,</span>",Высокое,Vysokoe,Высокое,Vysokoe,31,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,131
132,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,Тверского Наместничества,Тверскаго Намѣстничества,33.0,Тверское Наместничество,тверск,Кашинском уезде,Кашинскомъ уѣздѣ,109.0,кашинск,тверск|кашинск,3.0,,,"HIGH, a village in the Tver governorship Kashinskaya County. In the hold is fair Sept. 8 days, which is brought from county linen canvases are different, from the city of Yaroslavl, Uglich Pereslavl Zaleski and all sorts of petty-poor products.","ВЫСОКОЕ, село Тверского Наместничества в Кашинском уезде. В оном бывает ярмарка Сентября 8 дня, на которую привозят из уезду холсты льняные разные, да из городов Ярославля , Переславля Залеского и Углича мелочные всякие небогатые товары.","ВЫСОКОЕ, село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.",1.0,село,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,"ВЫСОКОЕ, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Сентября 8 дня, на которую привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля , Переславля Залѣскаго и Углича мѣлочные всякіе небогатые товары.</span>",Высокое,Vysokoe,Высокое,Vysokoe,31,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,132
133,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,Олонецкого Наместничества,Олонецкаго Намѣстничества,20.0,Олонецкое Наместничество,олонецк,,,198.0,вытегорск,олонецк|вытегорск,,,,"Vytegra city Olonets region. There are four fairs a year: On February 2, the second on August 16, the third on October 1, the fourth May 9 These are fair established by former Governor Lord NovogoroDskim Sievers.","ВЫТЕГРА, город Олонецкого Наместничества. Здесь бывают в году четыре ярмарки : первая Февраля 2, вторая Августа 16, третия Октября 1, четвертая 9 Мая Сии ярмарки учреждены бывшим Господином НовогороДским Губернатором Сиверсом.","ВЫТЕГРА, городъ Олонецкаго Намѣстничества. Здѣсь бываютъ въ году четыре ярмарки : первая Февраля 2, вторая Августа 16, третія Октября 1, четвертая 9 Маія. Сіи ярмарки учреждены бывшимъ Господиномъ НовогороДскимъ Губернаторомъ Сиверсомъ.",4.0,городъ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_recorded,RU,http://www.geonames.org/469960,Russia,"Vytegra, Vologda Oblast",36.44811,61.00636,"ВЫТЕГРА, </span><span class=""font0"" style=""font-style:italic;"">городъ</span><span class=""font0""> Олонецкаго Намѣстничества. Здѣсь бываютъ въ году четыре ярмарки : первая Февраля 2, вторая Августа 16, третія Октября 1, четвертая 9 Маія. Сіи ярмарки учреждены бывшимъ Господиномъ НовогороДскимъ Губернаторомъ Сиверсомъ.</span>",Вытегра,Vytegra,Вытегра,Vytegra,31,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133
134,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,Костромского Наместничества,Костромскаго Намѣстничества,14.0,Костромское Наместничество,кострома,Кинешмы,Кинешмы,112.0,кинешм,кострома|кинешм,,,,"VYCHUGA, Kostroma governorship village in the county of the city of Kineshma. There is an annual fair at Whitsun.","ВЫЧУГА, село Костромского Наместничества в уезде города Кинешмы. Здесь бывает годовая ярмарка в Троицын день.","ВЫЧУГА, село Костромскаго Намѣстничества въ уѣздѣ города Кинешмы. Здѣсь бываетъ годовая ярмарка въ Троицынъ день.",1.0,село,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ВЫЧУГА, </span><span class=""font0"" style=""font-style:italic;"">село</span><span class=""font0""> Костромскаго Намѣстничества въ уѣздѣ города Кинешмы. Здѣсь бываетъ годовая ярмарка въ Троицынъ день.</span>",Вычуга,Vychuga,Вычуга,Vychuga,31,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134
135,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=30,Псковского Наместничества,Псковскаго Намѣстничества,25.0,Псковское Наместничество,псковск,,,,not_in_text,псковск|not_in_text,,,,"Vyshegorod suburb of Pskov governorship. In the hold is in year two fairs: the first day of Boris and Gleb, and the other on the day of St. John the Baptist.","ВЫШГОРОД , пригород Псковского Наместничества. В оном бывает в году две ярмарки : первая в день Бориса и Глеба, а другая в день Рождества Иоанна Предтечи.","ВЫШГОРОДЪ , пригородъ Псковскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки : первая въ день Бориса и Глѣба, а другая въ день Рождества Іоанна Предтечи.",2.0,пригородъ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,automated,RU,http://geonames.org/470298,Russia,"Vyshegorod, Pskov, Russia",29.62476,57.48135,"ВЫШГОРОДЪ , </span><span class=""font0"" style=""font-style:italic;"">пригородъ</span><span class=""font0""> Псковскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки : первая въ день Бориса и Глѣба, а другая въ день Рождества Іоанна Предтечи.</span>",Вышгород,Vyshgorod,Вышгородъ,"Vyshgorod""",31,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135
