,hgr_id,name,alt_name,partof_id,lng,lat,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,src,ru_prov,prov_modern_sp,prov_stem,ru_uezd,page,lc_translit
10,7,Алатырь,,30.0,47.54381,56.0395,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=9,"АЛАТЫРЬ, городъ Синбирскаго Намѣстничества. Въ уѣздѣ сего города бываетъ годовыхъ семь ярмарокъ.",Алатырь,Alatyr’kasy,Алатырь,Chuvashia,Russia,6198182,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B0%D1%82%D1%8B%D1%80%D1%8C&username=jaguillette&featureClass=P&type=json&south=50.316667&west=44.366667&north=58.316667&east=52.366667,geonames,Синбирскаго Намѣстничества,Синбирского Наместничества,синбирск,not_in_text,10,Alatyr'
11,8,Александрова Пустыня,,136.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСАНДРОВА ПУСТЫНЯ, село Ярославскаго Намѣстничества и уѣзду. Здѣсь бываетъ годовая ярмарка въ Іюнѣ мѣсяцѣ ; съѣзжаются купцы съ разными товарами изъ ближнихъ городовъ, а именно: Ярославля, Ростова, Романова, Углича, Борисоглѣбска , Рыбнаго , Мологи и слободы Норской.",Александрова Пустыня,not_found,Александрова Пустыня,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B0+%D0%9F%D1%83%D1%81%D1%82%D1%8B%D0%BD%D1%8F&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Ярославскаго уѣздѣ,11,Aleksandrova Pustynia
12,9,Александровское,Черкаское,74.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСАНДРОВСКОЕ, ЧЕРКАСКОЕ тожь, село Пензенскаго Намѣстничества въ Керенскомъ уѣздѣ. Здѣсь бываетъ въ году ярмарка въ Іюнѣ мѣсяцѣ ; купцы пріѣзжаютъ изъ близъ лежащихъ городовъ съ разными мѣлочными товарами ; торгуютъ также лошадьми, рогатымъ скотомъ и прочимъ.",Александровское,not_found,Александровское,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5&username=jaguillette&featureClass=P&type=json&south=52.3247&west=41.8373&north=54.837&east=46.7277,geonames,Пензенскаго Намѣстничества,Пензенского Наместничества,пензенск,Керенскомъ уѣздѣ,11,Aleksandrovskoe
13,10,Алексинъ,,35.0,37.0674,54.50503,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСИНЪ, городъ Тульскаго Намѣстничества. Здѣсь бываютъ двѣ въ году ярмарки: первая Іюля 1, вторая Августа 29 дня. На оныя пріѣзжаютъ съ разными москотильными товарами.",Алексин,Aleksin,Алексин,Tula,Russia,582750,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B8%D0%BD&username=jaguillette&featureClass=P&type=json&south=52.8329&west=35.5421&north=55.0867&east=39.6827,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,not_in_text,11,"Aleksin"""
14,11,Алексѣевка,,5.0,41.99632,51.61006,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Voronezj,Russia,582949,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
15,11,Алексѣевка,,5.0,39.0319,52.3795,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Lipetsk,Russia,7452204,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
16,11,Алексѣевка,,5.0,38.6903,50.6309,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Belgorod,Russia,582956,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
17,11,Алексѣевка,,5.0,39.17942,49.01808,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Luhansk,Ukraine,713554,UA,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
18,11,Алексѣевка,,5.0,38.0555,51.6878,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Kursk,Russia,582948,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
19,11,Алексѣевка,,5.0,37.235,52.76435,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Orjol,Russia,582910,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
20,11,Алексѣевка,,5.0,38.24198,52.68578,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Lipetsk,Russia,582914,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
21,11,Алексѣевка,,5.0,37.37487,52.63586,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Orjol,Russia,582917,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
22,11,Алексѣевка,,5.0,41.96794,52.56934,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Tambov,Russia,582920,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
23,11,Алексѣевка,,5.0,40.8121,52.4263,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Tambov,Russia,582923,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
24,11,Алексѣевка,,5.0,42.47175,52.41183,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Tambov,Russia,582924,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
25,11,Алексѣевка,,5.0,38.7774,52.3839,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Lipetsk,Russia,582925,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
26,11,Алексѣевка,,5.0,40.3374,52.1621,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Lipetsk,Russia,582934,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
27,11,Алексѣевка,,5.0,37.8605,51.7277,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Kursk,Russia,582944,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
28,11,Алексѣевка,,5.0,40.2292,51.6776,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Voronezj,Russia,582947,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
29,11,Алексѣевка,,5.0,40.67866,48.59563,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=10,"АЛЕКСѢЕВКА, слобода Графа Шереметева, въ Воронежскомъ Намѣстничествѣ около слободы же Усерда. Здѣсь бываетъ въ годъ четыре ярмарки: первая на день Алексія человѣка Божія, вторая о Троицкой недѣлѣ , третія въ Воздвиженіе честнаго Креста, четвертая на день святыхъ мученикъ Космы и Даміана Ноября 1 дня; иностранныхъ купцовъ не бываетъ, а пріѣзжаютъ Россійскіе съ разными товарами.",Алексеевка,Alekseyevka,Алексеевка,Rostov,Russia,582958,RU,http://api.geonames.org/search?name=%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&featureClass=P&type=json&south=48.1597&west=37.234&north=52.7866&east=43.0242,geonames,Воронежскомъ Намѣстничества,Воронежском Наместничества,воронежск,not_in_text,11,Alekseevka
