,hgr_id,name,alt_name,partof_id,lng,lat,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,src,ru_prov,prov_modern_sp,prov_stem,ru_uezd,page,lc_translit
118,36,Безгиновка,,8.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БЕЗГИНОВКА , мѣстечко въ Екатеринославскомъ Намѣстничествѣ. Въ ономъ бываетъ въ году шесть ярмарокъ.",БЕЗГИНОВКА,not_found,БЕЗГИНОВКА,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%95%D0%97%D0%93%D0%98%D0%9D%D0%9E%D0%92%D0%9A%D0%90&username=jaguillette&featureClass=P&type=json&south=46.07&west=29.6&north=49.99&east=39.14,geonames,Екатеринославскомъ Намѣстничества,Екатеринославском Наместничества,екатеринославск,not_in_text,16,Bezginovka
119,37,Березинъ,Березна,38.0,not_found,not_found,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БЕРЕЗИНЪ, или БЕРЕЗНА, городъ Черниговскаго Намѣстничества. Въ ономъ бываютъ въ году двѣ ярмарки: первая въ день Вознесенія Господня, вторая Августа 15, въ день Успенія Богородицы, на коихъ ярмаркахъ и еженедѣльныхъ торгахъ въ продажѣ бываютъ изъ окольныхъ мѣстъ привозимые разные съѣстные и питейные припасы, также скотъ и деревянная посуда.",БЕРЕЗИН,not_found,БЕРЕЗИН,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%95%D0%A0%D0%95%D0%97%D0%98%D0%9D&username=jaguillette&featureClass=P&type=json&south=47.5&west=27.3&north=55.5&east=35.3,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,not_in_text,16,"Berezin"""
121,39,Березовъ,,34.0,not_found,not_found,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БЕРЕЗОВЪ, городъ Тобольскаго Намѣстничества. Сюда пріѣзжаютъ Тобольскіе купцы каждую весну водою, и торгу-ють съ тутошними Россійскими жителями , а особливо съ Остяками и Вогуличами; осеньюжь въ Тобольскъ назадъ возвращаются.",БЕРЕЗОВ,not_found,БЕРЕЗОВ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%95%D0%A0%D0%95%D0%97%D0%9E%D0%92&username=jaguillette&featureClass=P&type=json&south=54.195278&west=64.258056&north=62.195278&east=72.258056,geonames,Тобольскаго Намѣстничества,Тобольского Наместничества,тобольск,not_in_text,16,"Berezov"""
122,40,Березовца,,132.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=16,"БЕРЕЗОВЦА, село Костромскаго Намѣстничества въ Чухломскомъ уѣздѣ. Въ немъ бываетъ ярмарка въ день Воздвиженія честнаго креста Господня ; пріѣзжаютъ на оную изъ окрестныхъ городовъ купцы съ малымъ числомъ лавочныхъ товаровъ.",БЕРЕЗОВЦА,not_found,БЕРЕЗОВЦА,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%95%D0%A0%D0%95%D0%97%D0%9E%D0%92%D0%A6%D0%90&username=jaguillette&featureClass=P&type=json&south=53.766667&west=36.933333&north=61.766667&east=44.933333,geonames,Костромскаго Намѣстничества,Костромского Наместничества,кострома,Чухломскомъ уѣздѣ,17,Berezovtsa
123,41,Беркунова,,56.0,not_found,not_found,деревня,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=16,"БЕРКУНОВА , деревня Московской Губерніи въ Волоколамскомъ уѣздѣ. Въ сей деревнѣ бываетъ годовая ярмарка въ девятую пятницу; торгуютъ одинъ день разными крестьянскими товарами.",БЕРКУНОВА,not_found,БЕРКУНОВА,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%95%D0%A0%D0%9A%D0%A3%D0%9D%D0%9E%D0%92%D0%90&username=jaguillette&featureClass=P&type=json&south=54.2132&west=34.3446&north=56.981&east=40.3419,geonames,Московской Губерніи,Московской Губернии,московск,Волоколамскомъ уѣздѣ,17,Berkunova
128,45,Благовѣщенской Приходъ,,2.0,not_found,not_found,деревня,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=16,"БЛАГОВѢЩЕНСКОЙ ПРИХОДЪ , деревня въ Архангельскомъ Намѣстничествѣ около Вижева. Здѣсь бываетъ ярмарка въ первыхъ числахъ Марта , по чему называется и Евдокейскою,а слыветъ Вижевская Благовѣщенская ; купцы пріѣзжаютъ на оную изъ всѣхъ торговыхъ городовъ Архангельскаго Намѣстничества и изъ сосѣднихъ Провинцій. Здѣсь построенъ деревянной гостиной дворъ со многими лавками и постоялыми избами для пріѣзжающихъ на сію ярмарку купцовъ.",БЛАГОВЕЩЕНСКОЙ ПРИХОД,not_found,БЛАГОВЕЩЕНСКОЙ ПРИХОД,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9B%D0%90%D0%93%D0%9E%D0%92%D0%95%D0%A9%D0%95%D0%9D%D0%A1%D0%9A%D0%9E%D0%99+%D0%9F%D0%A0%D0%98%D0%A5%D0%9E%D0%94&username=jaguillette&featureClass=P&type=json&south=60.3600075373&west=27.4506621361&north=70.1894276115&east=58.6121673584,geonames,Архангельскомъ Намѣстничества,Архангельском Наместничества,архангельск,not_in_text,17,"Blagoveshchenskoi Prikhod"""
129,45,Благовѣщенской Приходъ,,2.0,not_found,not_found,деревня,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=16,"БЛАГОВѢЩЕНСКОЙ ПРИХОДЪ , деревня въ Архангельскомъ Намѣстничествѣ около Вижева. Здѣсь бываетъ ярмарка въ первыхъ числахъ Марта , по чему называется и Евдокейскою,а слыветъ Вижевская Благовѣщенская ; купцы пріѣзжаютъ на оную изъ всѣхъ торговыхъ городовъ Архангельскаго Намѣстничества и изъ сосѣднихъ Провинцій. Здѣсь построенъ деревянной гостиной дворъ со многими лавками и постоялыми избами для пріѣзжающихъ на сію ярмарку купцовъ.",БЛАГОВЕЩЕНСКОЙ ПРИХОД,not_found,БЛАГОВЕЩЕНСКИЙ ПРИХОД,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9B%D0%90%D0%93%D0%9E%D0%92%D0%95%D0%A9%D0%95%D0%9D%D0%A1%D0%9A%D0%98%D0%99+%D0%9F%D0%A0%D0%98%D0%A5%D0%9E%D0%94&username=jaguillette&featureClass=P&type=json&south=60.3600075373&west=27.4506621361&north=70.1894276115&east=58.6121673584,geonames,Архангельскомъ Намѣстничества,Архангельском Наместничества,архангельск,not_in_text,17,"Blagoveshchenskoi Prikhod"""
131,47,Бобровское,,23.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=17,"БОБРОВСКОЕ, село Пермскаго Намѣстничества въ Краснослободскомъ дистриктѣ. Здѣсь бываетъ въ день перво-верховныхъ Апостоловъ Петра к Павла и два дни послѣ онаго ярмарка, которая особливо славна лошадиною торговлею. Построено также двадцать деревянныхъ лавокъ для купцовъ, пріѣзжающихъ на сію ярмарку, гдѣ они складывая свои товары , торгъ производятъ.",БОБРОВСКОЕ,not_found,БОБРОВСКОЕ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9E%D0%91%D0%A0%D0%9E%D0%92%D0%A1%D0%9A%D0%9E%D0%95&username=jaguillette&featureClass=P&type=json&south=54.013889&west=52.248889&north=62.013889&east=60.248889,geonames,Пермскаго Намѣстничества,Пермского Наместничества,пермск,not_in_text,18,Bobrovskoe
132,48,Бобылевское,,129.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=17,"БОБЫЛЕВСКОЕ, село Уфимскаго Намѣстничества въ Челябинскомъ уѣздѣ. Здѣсь бываетъ въ году ярмарка Генваря 30 и Октября 1. Торгуютъ разными мѣлочныии товарами.",БОБЫЛЕВСКОЕ,not_found,БОБЫЛЕВСКОЕ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9E%D0%91%D0%AB%D0%9B%D0%95%D0%92%D0%A1%D0%9A%D0%9E%D0%95&username=jaguillette&featureClass=P&type=json&south=50.733333&west=51.966667&north=58.733333&east=59.966667,geonames,Уфимскаго Намѣстничества,Уфимского Наместничества,уфимск,Челябинскомъ уѣздѣ,18,Bobylevskoe
133,49,Богатищебо,,73.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=17,"БОГАТИЩЕБО, село Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Здѣсь бываетъ ярмарка Іюля 8 дня, на которую товары въ продажу привозятся изъ Каширы , а по близости изъ Тулы, Серпухова, Венева и Зарайска, по малому числу москотильной , мѣлочной и прочіе съѣстные припасы , а паче отъ обывателей уѣздныхъ въ продажѣ бываетъ пенька, медъ, воскъ и прочее деревенское издѣлье.",БОГАТИЩЕБО,not_found,БОГАТИЩЕБО,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9E%D0%93%D0%90%D0%A2%D0%98%D0%A9%D0%95%D0%91%D0%9E&username=jaguillette&featureClass=P&type=json&south=52.8329&west=35.5421&north=55.0867&east=39.6827,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,Каширскомъ уѣздѣ,18,Bogatishchebo
142,55,Богородицкой Казанской,,96.0,not_found,not_found,монастырь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОГОРОДИЦКОЙ КАЗАНСКОЙ , монастырь Пензенскаго Намѣстничества въ Нижеломовскомъ уѣздѣ. Бываетъ здѣсь годовая ярмаркаа съ 1 Іюля по 9 число.",БОГОРОДИЦКОЙ КАЗАНСКОЙ,not_found,БОГОРОДИЦКОЙ КАЗАНСКОЙ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9E%D0%93%D0%9E%D0%A0%D0%9E%D0%94%D0%98%D0%A6%D0%9A%D0%9E%D0%99+%D0%9A%D0%90%D0%97%D0%90%D0%9D%D0%A1%D0%9A%D0%9E%D0%99&username=jaguillette&featureClass=P&type=json&south=52.3247&west=41.8373&north=54.837&east=46.7277,geonames,Пензенскаго Намѣстничества,Пензенского Наместничества,пензенск,Нижеломовскомъ уѣздѣ,19,Bogoroditskoi Kazanskoi
143,55,Богородицкой Казанской,,96.0,not_found,not_found,монастырь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОГОРОДИЦКОЙ КАЗАНСКОЙ , монастырь Пензенскаго Намѣстничества въ Нижеломовскомъ уѣздѣ. Бываетъ здѣсь годовая ярмаркаа съ 1 Іюля по 9 число.",БОГОРОДИЦКОЙ КАЗАНСКОЙ,not_found,БОГОРОДИЦКИЙ КАЗАНСКИЙ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9E%D0%93%D0%9E%D0%A0%D0%9E%D0%94%D0%98%D0%A6%D0%9A%D0%98%D0%99+%D0%9A%D0%90%D0%97%D0%90%D0%9D%D0%A1%D0%9A%D0%98%D0%99&username=jaguillette&featureClass=P&type=json&south=52.3247&west=41.8373&north=54.837&east=46.7277,geonames,Пензенскаго Намѣстничества,Пензенского Наместничества,пензенск,Нижеломовскомъ уѣздѣ,19,Bogoroditskoi Kazanskoi
145,57,Богоявленская,,124.0,not_found,not_found,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОГОЯВЛЕНСКАЯ, слобода Владимерскаго Намѣстничества въ Суздальскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка; на оную съѣзжаются изъ разныхъ городовъ купцы съ товарами.",БОГОЯВЛЕНСКАЯ,not_found,БОГОЯВЛЕНСКАЯ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9E%D0%93%D0%9E%D0%AF%D0%92%D0%9B%D0%95%D0%9D%D0%A1%D0%9A%D0%90%D0%AF&username=jaguillette&featureClass=P&type=json&south=52.133333&west=36.416667&north=60.133333&east=44.416667,geonames,Владимерскаго Намѣстничества,Владимерского Наместничества,владимерск,Суздальскомъ уѣздѣ,19,Bogoiavlenskaia
146,58,Богоявленская,,8.0,not_found,not_found,крѣпость,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОГОЯВЛЕНСКАЯ , крѣпость Екатеринославскаго Намѣстничества. Въ оной бываетъ въ году три ярмарки.",БОГОЯВЛЕНСКАЯ,not_found,БОГОЯВЛЕНСКАЯ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9E%D0%93%D0%9E%D0%AF%D0%92%D0%9B%D0%95%D0%9D%D0%A1%D0%9A%D0%90%D0%AF&username=jaguillette&featureClass=P&type=json&south=46.07&west=29.6&north=49.99&east=39.14,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,not_in_text,19,Bogoiavlenskaia
147,59,Бойня,,68.0,not_found,not_found,рѣка,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=18,"БОЙНЯ, рѣка Тверскаго Намѣстничества. На устьѣ оной въ уѣздѣ города Зубцова быва-ютъ въ году двѣ ярмарки: первая 20 Іюля , въ день Пророка Иліи, вторая Августа 6, въ день Преображенія. Купцы пріѣзжаютъ изъ окрестныхъ ближнихъ городовъ съ мѣлочными лавочными шелковыми , бумажными и прочими товарами.",БОЙНЯ,not_found,БОЙНЯ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9E%D0%99%D0%9D%D0%AF&username=jaguillette&featureClass=P&type=json&south=52.857828&west=31.921928&north=60.857828&east=39.921928,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,Зубцова,19,Boinia
148,60,Бора,,30.0,not_found,not_found,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=19,"БОРА, село въ Синбирскомъ Намѣстничествѣ, отъ Синбирска въ 60 верстахъ. Въ немъ бываютъ всякую недѣлю знатные торги.",БОРА,not_found,БОРА,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9E%D0%A0%D0%90&username=jaguillette&featureClass=P&type=json&south=50.316667&west=44.366667&north=58.316667&east=52.366667,geonames,Синбирскомъ Намѣстничества,Синбирском Наместничества,синбирск,not_in_text,20,Bora
150,62,Борисовъ,,93.0,not_found,not_found,городокъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=19,"БОРИСОВЪ, городокъ Московской Губерніи въ Можайскомъ уѣздѣ. Здѣсь бываетъ въ году одна ямарка 13 Сентября , на которую съѣзжаются купцы изъ Вереи , Боровска и Можайска; торгъ по большей части бываетъ съѣстными припасами и разными крестьянскими товарами , какъ - то колесами , дегтемъ и тому подобнымъ.",БОРИСОВ,not_found,БОРИСОВ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9E%D0%A0%D0%98%D0%A1%D0%9E%D0%92&username=jaguillette&featureClass=P&type=json&south=54.2132&west=34.3446&north=56.981&east=40.3419,geonames,Московской Губерніи,Московской Губернии,московск,Можайскомъ уѣздѣ,20,"Borisov"""
155,65,Борисоглѣбской,,106.0,not_found,not_found,монастырь,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=19,"БОРИСОГЛѢБСКОЙ, монастырь Ярославскаго Намѣстничества въ Петровскомъ уѣздѣ. При немъ Маія 2 числа бываетъ годовая ярмарка , на которой пріѣзжіе изъ разныхъ окольныхъ городовъ купцы торгуютъ суровскими товарами.",БОРИСОГЛЕБСКОЙ,not_found,БОРИСОГЛЕБСКОЙ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9E%D0%A0%D0%98%D0%A1%D0%9E%D0%93%D0%9B%D0%95%D0%91%D0%A1%D0%9A%D0%9E%D0%99&username=jaguillette&featureClass=P&type=json&south=53.616667&west=35.85&north=61.616667&east=43.85,geonames,Ярославскаго Намѣстничества,Ярославского Наместничества,ярославск,Петровскомъ уѣздѣ,20,Borisoglebskoi
165,70,Боромдя,,43.0,not_found,not_found,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=20,"БОРОМДЯ , слобода Харьковскаго Намѣстничества въ Ахтырскомъ уѣздѣ. Въ оной бываютъ четыре ярмарки : первая о Ѳоминой недѣлѣ, вторая Іюня 29, третія Сентября 1, четвертая Декабря 6; на оныя пріѣзжаютъ купцы изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными и другими товарами , парчами, позументами , серебреною посудою и прочимъ; торгуютъ также скотомъ и лошадьми.",БОРОМДЯ,not_found,БОРОМДЯ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%9E%D0%A0%D0%9E%D0%9C%D0%94%D0%AF&username=jaguillette&featureClass=P&type=json&south=48.4869&west=33.5563&north=51.5689&east=38.2875,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,Ахтырскомъ уѣздѣ,21,Boromdia
175,75,Будичь,,108.0,not_found,not_found,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=21,"БУДИЧЬ, мѣстечко Екатеринославскаго Намѣстничества въ Полотавскомъ уѣздѣ. Въ ономъ бываетъ въ году, сверхъ еженедѣльныхъ торжковъ, двѣ ярмарки: одна Іюля 8, а другая Сентября 26 дня.",БУДИЧЬ,not_found,БУДИЧЬ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%A3%D0%94%D0%98%D0%A7%D0%AC&username=jaguillette&featureClass=P&type=json&south=46.07&west=29.6&north=49.99&east=39.14,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,Полотавскомъ уѣздѣ,22,Budich'
176,76,Бурецкой,,97.0,not_found,not_found,погостъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=21,"БУРЕЦКОЙ, погостъ въ Новгородскомъ уѣздѣ. Здѣсь бываетъ годовой съѣздъ для торгу въ девятую пятницу по Пасхѣ.",БУРЕЦКОЙ,not_found,БУРЕЦКОЙ,not_found,not_found,not_found,not_found,http://api.geonames.org/search?name=%D0%91%D0%A3%D0%A0%D0%95%D0%A6%D0%9A%D0%9E%D0%99&username=jaguillette&featureClass=P&type=json&south=38.6&west=24.8&north=78.0&east=180,geonames,not_in_text,not_иn_text,нот_ин_теxт,Новгородскомъ уѣздѣ,22,Buretskoi
